x,result
0,500000,-0,693146
1,000000,0,000000
1,500000,0,405465
2,000000,0,693146
2,500000,0,916290
3,000000,1,098611
3,500000,1,252761
4,000000,1,386293
4,500000,1,504076
5,000000,1,609436
